fips,r_670,r_680,r_690,r_700,r_710,r_max,TO5_beta,TO7_beta,TO10_beta
17169,0.0601439219808893,0.0630274052302216,0.0719135594056242,0.0838794042979743,0.0518749918491958,0.0838794042979743,0.41,0.38,0.36
17171,0.0303808168534533,0.0320797534750404,0.0500222167934746,0.0575638219559647,0.0380270565950174,0.0575638219559647,0.35,0.33,0.31
17173,0.0308259206352128,0.0327835290346481,0.043327925544301,0.0553749348377082,0.0452164784503258,0.0553749348377082,0.35,0.32,0.3
17175,0.0278066516841614,0.0314283203595494,0.0621645757202256,0.0960154710992603,0.0788019382753994,0.0960154710992603,0.44,0.41,0.38
17177,0.0159676878787425,0.023174581913947,0.042710391981295,0.0717177821574306,0.0572572168543395,0.0717177821574306,0.38,0.36,0.33
17179,0.0321409504313186,0.0325529792163131,0.0424739811045613,0.0458741129069552,0.0266620468633475,0.0458741129069552,0.33,0.31,0.29
17181,0.0438063883796284,0.0453999230269728,0.0508102814896596,0.0505882125174425,0.0407013450384613,0.0508102814896596,0.34,0.31,0.3
17183,0.0313901956160251,0.0357423756669333,0.0563954959620806,0.0751103711629966,0.0535062543275016,0.0751103711629966,0.39,0.36,0.34
17185,0.0630286912058857,0.0664061380206441,0.0745649432330705,0.0763823894190185,0.0715335771955244,0.0763823894190185,0.39,0.36,0.34
17187,0.0402160273950303,0.0382385176722985,0.0454786306723958,0.066644176375741,0.0571607384409915,0.066644176375741,0.37,0.35,0.32
17189,0.0537171180614634,0.0608510888469409,0.0696700047859594,0.0735049284223541,0.0372592724684607,0.0735049284223541,0.39,0.36,0.34
17191,0.0449766009857253,0.0480836511071927,0.052773707239413,0.0549590291374574,0.0479808711289834,0.0549590291374574,0.35,0.32,0.3
17193,0.0496718820623901,0.0437329735648298,0.0461360262555896,0.0469295267899959,0.0314607368605127,0.0496718820623901,0.34,0.31,0.29
17195,0.033649831222646,0.040039208490375,0.0567905675773193,0.0754538456758512,0.046604747041118,0.0754538456758512,0.39,0.36,0.34
17197,0.0419952050166387,0.0439404236134867,0.0474885559459607,0.0406416011067313,0.0152998312719013,0.0474885559459607,0.33,0.31,0.29
17199,0.047263380193624,0.0456604424954106,0.0491963319288749,0.0486238591177229,0.035659169502476,0.0491963319288749,0.34,0.31,0.29
17201,0.0303154515128571,0.0372689580927568,0.0551897047349911,0.0727661984566017,0.0431209188131396,0.0727661984566017,0.39,0.36,0.34
17203,0.0335684912146799,0.0384759859815064,0.0515572409926343,0.0600828586003164,0.0473077644121865,0.0600828586003164,0.36,0.33,0.31
18001,0.0189823143455541,0.0202702513818732,0.0343743587803439,0.0529602524944306,0.0486932031474295,0.0529602524944306,0.35,0.32,0.3
18003,0.0292358035195447,0.0366875112084646,0.0553690365543518,0.0667241611585098,0.0435383338294517,0.0667241611585098,0.37,0.35,0.32
18005,0.0343956565170045,0.03782210015235,0.0514435797657033,0.0619355582878362,0.0502929405442249,0.0619355582878362,0.36,0.34,0.31
18007,0.020437456056036,0.0227613859627275,0.0380676307789574,0.0452050765400027,0.0342252486241651,0.0452050765400027,0.33,0.3,0.29
18009,0.0126132027539766,0.0205266323185925,0.0347939365458761,0.0437072433000913,0.0390668478055492,0.0437072433000913,0.33,0.3,0.28
18011,0.0388864346988742,0.043700641547856,0.0560183275842037,0.0547595868414674,0.0288506341044492,0.0560183275842037,0.35,0.32,0.3
18013,0.0184872636258989,0.0223180572626386,0.0378932121496125,0.0471210272360393,0.0383503987283168,0.0471210272360393,0.33,0.31,0.29
18015,0.0214575512164978,0.0217764325597839,0.0418792239588275,0.0697812097734816,0.0577737063215874,0.0697812097734816,0.38,0.35,0.33
18017,0.0249010242339222,0.0289811315253674,0.0456278817071966,0.0649058544806524,0.0749792098149364,0.0749792098149364,0.39,0.36,0.34
18019,0.0381233850969947,0.0416552271347973,0.0486228832405233,0.0462055621813194,0.0313652432495904,0.0486228832405233,0.34,0.31,0.29
18021,0.0337923991122676,0.0374336476632737,0.0455254665996878,0.0467612678732743,0.0289814267150692,0.0467612678732743,0.33,0.31,0.29
18023,0.0322242716093566,0.0319245562374385,0.037335536744457,0.0417487426930827,0.0313240360627989,0.0417487426930827,0.32,0.3,0.28
18025,0.0398126572195981,0.0395100875625171,0.0482296870668204,0.0637804744939393,0.0512309086257638,0.0637804744939393,0.37,0.34,0.32
18027,0.0369949146863453,0.0424284598751823,0.0587900383982404,0.0724396255563814,0.0645197957535817,0.0724396255563814,0.39,0.36,0.33
18029,0.0342902600856553,0.037431823638324,0.0446069452205436,0.0459862497588816,0.034127351924852,0.0459862497588816,0.33,0.31,0.29
18031,0.0238704194223097,0.0273033657892295,0.0335747927127737,0.0492700874388236,0.0506921700573894,0.0506921700573894,0.34,0.31,0.3
18033,0.0091060304884186,0.0135825395009975,0.0267856971978594,0.0443192181934462,0.0421176397476564,0.0443192181934462,0.33,0.3,0.28
18035,0.0228370889941345,0.024935735380028,0.0378975515268624,0.0493913859234512,0.0391356490716411,0.0493913859234512,0.34,0.31,0.29
18037,0.0450642278103802,0.0510850426464999,0.06446650759358,0.071679485208298,0.0574647546299357,0.071679485208298,0.38,0.36,0.33
18039,0.0212803994112883,0.0270337786508554,0.041652702126198,0.0534170263826793,0.0443504888782639,0.0534170263826793,0.35,0.32,0.3
18041,0.008259703312369,0.0117058778682243,0.024592067424513,0.041870585614897,0.0436566208643082,0.0436566208643082,0.33,0.3,0.28
18043,0.0427539142978143,0.0432866619985051,0.0483381816610691,0.0455034038499953,0.0274173603404118,0.0483381816610691,0.34,0.31,0.29
18045,0.0169790798844633,0.0194484293499808,0.0290050512995422,0.0407528769789791,0.0362234481431906,0.0407528769789791,0.32,0.3,0.28
18047,0.0208055996392022,0.0198764710461251,0.0236268407478996,0.026508906974969,0.0166750672293123,0.026508906974969,0.3,0.27,0.26
18049,0.0126634725281839,0.0192599397018513,0.032209791050524,0.0485575870659088,0.0464463422898383,0.0485575870659088,0.34,0.31,0.29
18051,0.0415927684089478,0.045167364392787,0.0570814378911766,0.0653141889685502,0.0552493318199075,0.0653141889685502,0.37,0.34,0.32
18053,0.015065306081708,0.0206170027868557,0.0354304482506902,0.0470054194259049,0.0365304620417032,0.0470054194259049,0.33,0.31,0.29
18055,0.0279294864827708,0.0298576881118116,0.0382079734760437,0.045097527859024,0.0360099353095139,0.045097527859024,0.33,0.3,0.29
18057,0.0392511775576538,0.0430836767276228,0.0552166430686454,0.0562585319615026,0.0281697073894729,0.0562585319615026,0.35,0.32,0.31
18059,0.0336850787535358,0.0379267221549686,0.0502946213541313,0.056492182982052,0.0414020588894749,0.056492182982052,0.35,0.32,0.31
18061,0.0349673743010482,0.0371871961666516,0.0460440961750949,0.0539867229269557,0.0490033555780554,0.0539867229269557,0.35,0.32,0.3
18063,0.0374395811313991,0.0424036261414951,0.0516081736436833,0.0541214799979499,0.0355971848605428,0.0541214799979499,0.35,0.32,0.3
18065,0.024699549942117,0.0280516813424126,0.0419195972220931,0.056074841214726,0.0403580581096004,0.056074841214726,0.35,0.32,0.3
18067,0.0278794155095508,0.0335065028546788,0.0457155749238357,0.056086652301537,0.0424520188354082,0.056086652301537,0.35,0.32,0.31
18069,0.0172734222957941,0.0227746010077858,0.038505658008857,0.0503697612508556,0.0412306592405215,0.0503697612508556,0.34,0.31,0.3
18071,0.0290698910629805,0.030073358793033,0.0440880827515643,0.0633045006254892,0.0576403129029335,0.0633045006254892,0.37,0.34,0.32
18073,0.0211489984122592,0.0207904195546248,0.034333871971328,0.0518727885739587,0.0279579760683341,0.0518727885739587,0.34,0.32,0.3
18075,0.01204501740574,0.0140743725387022,0.0322443480585581,0.0611908036007479,0.0670255107923595,0.0670255107923595,0.37,0.35,0.32
18077,0.0175283882398104,0.0223101403034874,0.0330811370857973,0.0488626077464574,0.0491298189285932,0.0491298189285932,0.34,0.31,0.29
18079,0.0231788325979656,0.0285000275091675,0.0383688667679911,0.0471156559343413,0.0392960583044676,0.0471156559343413,0.33,0.31,0.29
18081,0.0384955189061893,0.0440009107838829,0.0543921038378545,0.0572305594650813,0.0377339784228515,0.0572305594650813,0.35,0.33,0.31
18083,0.034904125119416,0.0343678515632411,0.0381511658954383,0.0441194051872563,0.0422169375328482,0.0441194051872563,0.33,0.3,0.28
18085,0.0113250618415193,0.0120519902510238,0.0269056119158653,0.0508047544594254,0.042877632838281,0.0508047544594254,0.34,0.31,0.3
18087,0.0116504508489835,0.0169288854346501,0.0381522757349012,0.0663427543119016,0.0828676649807462,0.0828676649807462,0.41,0.38,0.36
18089,0.0450064427104902,0.0498166750176031,0.0681630860672865,0.0694829651136291,5.0562292936177404e-15,0.0694829651136291,0.38,0.35,0.33
18091,0.0307991831788041,0.0354469201109424,0.0554627807880579,0.0708695824660067,0.0298716683067575,0.0708695824660067,0.38,0.35,0.33
18093,0.0279264113258786,0.0289646572525937,0.0360090853615821,0.043355909664844,0.0377690469564106,0.043355909664844,0.33,0.3,0.28
18095,0.0304610497401513,0.0330566940414293,0.0402839438514153,0.0440460379594772,0.0265579979065361,0.0440460379594772,0.33,0.3,0.28
18097,0.0522097061969769,0.0586366972302465,0.0735045542444373,0.0759422933319399,0.040094565998289,0.0759422933319399,0.39,0.36,0.34
18099,0.010898627678002,0.0117096897538508,0.027376457089969,0.0477087489827509,0.0438782072877034,0.0477087489827509,0.34,0.31,0.29
18101,0.0400079501130865,0.0456950347477326,0.055541323566966,0.0655829502211646,0.0609678578839192,0.0655829502211646,0.37,0.34,0.32
18103,0.018947670868949,0.0225105343723474,0.0382492332089032,0.0605997410090527,0.0699626484227595,0.0699626484227595,0.38,0.35,0.33
18105,0.0464414800537248,0.0526356966402694,0.0678270555675123,0.0758992508376603,0.0606313382348665,0.0758992508376603,0.39,0.36,0.34
18107,0.0211198213543269,0.0234906795633281,0.0362267271868389,0.0503117567228005,0.04501006192239,0.0503117567228005,0.34,0.31,0.3
18109,0.036172075818808,0.039874983032373,0.0481478221433748,0.0523911497694812,0.0359693914383303,0.0523911497694812,0.34,0.32,0.3
18111,0.014991668478042,0.016456664983671,0.0255976270317242,0.0468253857971311,0.0388282393630591,0.0468253857971311,0.33,0.31,0.29
18113,0.0177072024723156,0.0237016342779016,0.0431171368732601,0.0615225507953421,0.0603180181938295,0.0615225507953421,0.36,0.33,0.31
18115,0.0440407919670294,0.0511796639376354,0.0596072735632719,0.0705539580703251,0.0592360205067169,0.0705539580703251,0.38,0.35,0.33
18117,0.0263647232942764,0.0300125770229703,0.0441060784345479,0.0578405615525465,0.0555007442677281,0.0578405615525465,0.35,0.33,0.31
18119,0.0370728225195762,0.040844987668983,0.0525970144574544,0.060311545493483,0.0504920112984785,0.060311545493483,0.36,0.33,0.31
18121,0.0383267152654085,0.0435321883298065,0.058745307168931,0.0682372835082035,0.0659318222888038,0.0682372835082035,0.38,0.35,0.33
18123,0.0315157474402032,0.0359075167827327,0.055317764052528,0.0711082847425907,0.069950768465172,0.0711082847425907,0.38,0.35,0.33
18125,0.0232912422008868,0.0228558964163538,0.0366329524041624,0.0681374278810923,0.0755977784485098,0.0755977784485098,0.39,0.36,0.34
18127,0.0300934150483732,0.0340048455509962,0.048998661584069,0.04998615502047,0.0108323415257031,0.04998615502047,0.34,0.31,0.29
18129,0.0409525086450896,0.0466211453202641,0.0600871901317837,0.0676063608394337,0.058375313470583,0.0676063608394337,0.38,0.35,0.33
18131,0.0189913433657104,0.0193751506216868,0.0248660950473013,0.0282717735786182,0.018016460827835,0.0282717735786182,0.3,0.28,0.26
18133,0.0275253991991587,0.0311475172825311,0.0416821141040774,0.0474578561093588,0.0380174702992985,0.0474578561093588,0.33,0.31,0.29
18135,0.0148483557001993,0.0192746553844031,0.0312525904155418,0.0446479980124399,0.0435023895636498,0.0446479980124399,0.33,0.3,0.29
18137,0.0216900574883265,0.0235431347255408,0.0310343228375952,0.0427847924500209,0.0426080499463639,0.0427847924500209,0.33,0.3,0.28
18139,0.0196822186356108,0.0255772288250913,0.0406025276815656,0.0505965678175695,0.0447033097705255,0.0505965678175695,0.34,0.31,0.3
18141,0.0222875481521736,0.0243119257297936,0.0374312981784287,0.0463505110485976,0.0249383879260006,0.0463505110485976,0.33,0.31,0.29
18143,0.0272969862357852,0.0314659681120274,0.0411558493075902,0.0503093548073496,0.0475085182191027,0.0503093548073496,0.34,0.31,0.3
18145,0.0253691238122432,0.0262975683004789,0.033462337557279,0.0385424451228357,0.026331815590669,0.0385424451228357,0.32,0.29,0.27
18147,0.0276411937958581,0.0293970454325357,0.0383939135521474,0.0481002759135288,0.0395555321719775,0.0481002759135288,0.34,0.31,0.29
18149,0.008842447060609,0.0047936809267456,0.0103336575406785,0.020659019425359,0.0142716439910449,0.020659019425359,0.29,0.26,0.25
18151,0.0140923379484306,0.0186167977021151,0.0323581829153594,0.051493562863221,0.0496655339858687,0.051493562863221,0.34,0.32,0.3
18153,0.0381883862950792,0.0374421971636214,0.0412273665976576,0.0428105090851095,0.0290971899630853,0.0428105090851095,0.33,0.3,0.28
18155,0.0339218609685329,0.0374171307195103,0.0466550436959414,0.0535058300262812,0.0503619234231534,0.0535058300262812,0.35,0.32,0.3
18157,0.0390481758758665,0.0429352892111551,0.053944258095705,0.0585203117479101,0.0420822502652199,0.0585203117479101,0.36,0.33,0.31
18159,0.0297683506938349,0.0353295365059322,0.0475180497993754,0.0552141408635036,0.0398587751479713,0.0552141408635036,0.35,0.32,0.3
18161,0.0185738259601718,0.022566433057586,0.0374612805867071,0.0491033563036736,0.0539942548863967,0.0539942548863967,0.35,0.32,0.3
18163,0.0480998776563805,0.0530631095395484,0.0628380058637465,0.0658997384219235,0.0486410349315171,0.0658997384219235,0.37,0.34,0.32
18165,0.0289501313665126,0.0305496046819186,0.0358524827216051,0.043481630931421,0.0369420270089642,0.043481630931421,0.33,0.3,0.28
18167,0.0402971777910193,0.0442080031055642,0.0548582495141376,0.0568300717746187,0.0293460250753445,0.0568300717746187,0.35,0.33,0.31
18169,0.0119603029839069,0.0171702237322821,0.0324579034796868,0.0441041212519365,0.0354047597559059,0.0441041212519365,0.33,0.3,0.28
18171,0.0190333527141362,0.021023451851138,0.0341687321570846,0.0515881793346164,0.0537659869563355,0.0537659869563355,0.35,0.32,0.3
18173,0.0427721767342951,0.0469209155063652,0.0606892302469881,0.0703119606211497,0.0549289076771274,0.0703119606211497,0.38,0.35,0.33
18175,0.0352978542969117,0.0414727711582872,0.0532585460467373,0.0591689250112487,0.05658148962539,0.0591689250112487,0.36,0.33,0.31
18177,0.0378288279894775,0.0369532794264422,0.0414798410196162,0.0397105431636343,0.0237785087214012,0.0414798410196162,0.32,0.3,0.28
18179,0.0058651493387401,0.0080162834833334,0.0284957342171654,0.0555666987271821,0.0539160977913822,0.0555666987271821,0.35,0.32,0.3
18181,0.0182081915287431,0.0215054197797974,0.0398762376890649,0.0578366277047069,0.05194689879889,0.0578366277047069,0.35,0.33,0.31
18183,0.0220430282495049,0.0272616230568735,0.0423807122282303,0.0565126531408783,0.0510604226396287,0.0565126531408783,0.35,0.32,0.31
19001,-0.000804296465333,-0.0027988884062093,-0.00204085817002,0.0082138196484119,0.0232210110137832,0.0232210110137832,0.29,0.27,0.25
19003,0.0074062831142544,0.0224291936773503,0.0326720688574103,0.0507046669527963,0.0644328253545865,0.0644328253545865,0.37,0.34,0.32
19005,0.0132640953285617,0.0109345018641555,0.0224927479277297,0.0431071331530632,0.0561807774200784,0.0561807774200784,0.35,0.32,0.31
19007,0.0119239219070795,0.0152324198865243,0.0253004105276936,0.0414018282308754,0.0439777484092819,0.0439777484092819,0.33,0.3,0.28
19009,0.0139496032099354,0.0214788010500392,0.0337034039024995,0.0430766751502676,0.0387357280374725,0.0430766751502676,0.33,0.3,0.28
19011,0.0173921218452374,0.0218632151195485,0.0354910008892689,0.0575291777508526,0.0639399370317511,0.0639399370317511,0.37,0.34,0.32
19013,0.034384151968108,0.0399996843562449,0.0570422295524397,0.0743163144772666,0.0694541019231652,0.0743163144772666,0.39,0.36,0.34
19015,0.0176040436537567,0.023614322302369,0.0366732352633022,0.0509563953321723,0.0597685417830035,0.0597685417830035,0.36,0.33,0.31
19017,0.0164385407079135,0.0243533515068424,0.0326309786053629,0.0461035410395913,0.0460176939347086,0.0461035410395913,0.33,0.31,0.29
19019,0.0136364573070682,0.0121808605407439,0.0245155192040153,0.0483583238529168,0.0559435274761397,0.0559435274761397,0.35,0.32,0.3
19021,0.0610119675402151,0.067307419717031,0.0831904202192325,0.104590683525192,0.0977936158745119,0.104590683525192,0.46,0.43,0.4
19023,0.0090488799892425,0.0145420650808144,0.027746915116369,0.052061153509151,0.0628373145840365,0.0628373145840365,0.36,0.34,0.32
19025,0.0326576569448218,0.0397559831090621,0.0514721849379626,0.0559455282893911,0.0513267620992533,0.0559455282893911,0.35,0.32,0.3
19027,0.0364873607167141,0.0456180452991179,0.0595245575321696,0.0698340523697922,0.0613482311359213,0.0698340523697922,0.38,0.35,0.33
19029,0.0189089090200804,0.026715908639226,0.0373023727318191,0.0473590409097413,0.0527302314052757,0.0527302314052757,0.34,0.32,0.3
19031,0.0322533981749428,0.0318475258066501,0.0372044508802892,0.0449186215578484,0.042630974569643,0.0449186215578484,0.33,0.3,0.29
19033,0.0037134173002739,0.0067117898059739,0.0265820387608922,0.0661628284282245,0.0847420298252215,0.0847420298252215,0.41,0.38,0.36
19035,0.0211497682525196,0.029594981010523,0.0507671765161178,0.0620575143382529,0.0573374316261118,0.0620575143382529,0.36,0.34,0.32
19037,0.0136581270086511,0.0158108656291354,0.0264040786503527,0.0475609944198544,0.0468102998463319,0.0475609944198544,0.33,0.31,0.29
19039,0.0142234898739645,0.0205798125753822,0.0285535199965292,0.0402938754921044,0.0457527598810233,0.0457527598810233,0.33,0.3,0.29
19041,0.0467437101073983,0.0530340606701443,0.0621419027658201,0.0723939934265846,0.0667591134658815,0.0723939934265846,0.39,0.36,0.33
19043,0.0071669408481588,0.0114317121810862,0.0193679608155528,0.0243235707960464,0.0310362441045154,0.0310362441045154,0.3,0.28,0.26
19045,0.009178160242294,0.0078457178924631,0.024344061525215,0.0474469592317741,0.0595866054054527,0.0595866054054527,0.36,0.33,0.31
19047,0.0360605092730707,0.0404884428529662,0.0521769936182117,0.076515610288165,0.0761830039174255,0.076515610288165,0.39,0.36,0.34
19049,0.0268457163415431,0.0357093884996748,0.0514811941992993,0.0657578260841949,0.0674701242169268,0.0674701242169268,0.37,0.35,0.33
19051,0.0105517167972077,0.0130919259012908,0.013915151872629,0.021517858063789,0.039154861423985,0.039154861423985,0.32,0.29,0.28
19053,0.0068428594614866,0.0189219321307467,0.0366632913058212,0.0576628084657351,0.0629775671011457,0.0629775671011457,0.37,0.34,0.32
19055,-0.0031731824538621,0.0015975020335553,0.0194080235842034,0.0553543508214301,0.0846965344331204,0.0846965344331204,0.41,0.38,0.36
19057,0.0309586333598122,0.0354799669879092,0.0389410439866497,0.0410075155595406,0.0354566992694959,0.0410075155595406,0.32,0.3,0.28
19059,0.0303344328928574,0.0317414494248115,0.0401063167796544,0.0528828524500622,0.0483931880204263,0.0528828524500622,0.35,0.32,0.3
19061,0.0027125644965294,0.0120150281125393,0.0301318170397429,0.054729073680386,0.0624299697342246,0.0624299697342246,0.36,0.34,0.32
19063,0.0214675615762871,0.0213508844044307,0.030837231830249,0.0468562343634487,0.0509861999007549,0.0509861999007549,0.34,0.31,0.3
19065,0.0216472186686336,0.0263391213092232,0.0345613469505172,0.0458502752364482,0.0380959672393265,0.0458502752364482,0.33,0.3,0.29
19067,0.0182943309149085,0.0283063524473163,0.0469204694212107,0.0710203309768687,0.0750919212001473,0.0750919212001473,0.39,0.36,0.34
19069,0.0137508980530098,0.0279223918702857,0.0506938265200929,0.0719726369414071,0.0750887557731964,0.0750887557731964,0.39,0.36,0.34
19071,0.0204863546971636,0.0295707056926261,0.0468786835068549,0.0604959518230623,0.0739945018316546,0.0739945018316546,0.39,0.36,0.34
19073,0.021481519556821,0.0383739550252073,0.0556987928236513,0.078007674644481,0.0853774454536829,0.0853774454536829,0.41,0.38,0.36
19075,0.0209364830555473,0.02618731900632,0.0401826216470356,0.0598717662488166,0.0604696179325748,0.0604696179325748,0.36,0.33,0.31
19077,0.0184792096264575,0.0179060938437094,0.0263501849431386,0.0770867293143434,0.113942254025134,0.113942254025134,0.48,0.45,0.43
19079,0.0220473227742536,0.034390940923316,0.0429714259715079,0.0702362172323793,0.10349889250955,0.10349889250955,0.46,0.42,0.4
19081,0.0084136671666329,0.0029490858978469,0.0260154814050204,0.0500861404012537,0.0509868743164445,0.0509868743164445,0.34,0.31,0.3
19083,0.0271247134118474,0.0289995639646342,0.0403847091087574,0.0591536515489087,0.0680305965567152,0.0680305965567152,0.38,0.35,0.33
19085,0.0138281928915206,0.0130345429492234,0.0285860740645073,0.0483713249093927,0.0618256350332528,0.0618256350332528,0.36,0.34,0.31
19087,0.0280649954652668,0.0380430039742886,0.0476319356473916,0.0474716543109338,0.049015909576116,0.049015909576116,0.34,0.31,0.29
19089,0.0036654624157756,0.0079312573598133,0.0197796290969813,0.049125453753992,0.0671154557629429,0.0671154557629429,0.37,0.35,0.32
19091,0.0303137189345812,0.0333957850763857,0.0462140017959071,0.0484714669581458,0.0391045782087802,0.0484714669581458,0.34,0.31,0.29
19093,0.0058159708705423,0.0167009172995428,0.044298964874678,0.0671317227605534,0.0767859700774737,0.0767859700774737,0.39,0.37,0.34
19095,0.0315739315631763,0.0371935554548704,0.048275569415946,0.0586350184937832,0.0573126203820458,0.0586350184937832,0.36,0.33,0.31
19097,-0.0072969746491765,-0.010142064903609,0.0071345577620804,0.0403366252532501,0.0540472692517746,0.0540472692517746,0.35,0.32,0.3
19099,0.018636979378024,0.0206167603524011,0.027834354033548,0.0394019642636272,0.045674471339323,0.045674471339323,0.33,0.3,0.29
19101,0.0150782335257142,0.0198305866706108,0.0323651607485851,0.047193525767736,0.0547150116598565,0.0547150116598565,0.35,0.32,0.3
19103,0.0416652991417376,0.0534507777673901,0.06674360426855,0.0734537942790201,0.0609694315735351,0.0734537942790201,0.39,0.36,0.34
19105,0.0153706740153375,0.0234507525120547,0.0372060198489223,0.0491756276317808,0.0483274850288462,0.0491756276317808,0.34,0.31,0.29
19107,0.0231975871755225,0.0240111253776065,0.029880047248594,0.0341360910180355,0.0273972646547076,0.0341360910180355,0.31,0.29,0.27
19109,0.013611414101271,0.0080220645390812,0.0193971223411532,0.0311106068029521,0.0277902427078977,0.0311106068029521,0.3,0.28,0.26
19111,0.0240873079779432,0.0251618121962505,0.0331891082984902,0.0486155186142291,0.0577469668975537,0.0577469668975537,0.35,0.33,0.31
19113,0.0306108113779452,0.0341460866977776,0.0439305433736606,0.0533832224200898,0.0467039915087667,0.0533832224200898,0.35,0.32,0.3
19115,0.02514617521772,0.0212730681561897,0.0223700113586153,0.0330054479676507,0.0433552663987863,0.0433552663987863,0.33,0.3,0.28
19117,0.0234132121182644,0.0283210265636448,0.0387331822222404,0.0500922090729868,0.0552339667315662,0.0552339667315662,0.35,0.32,0.3
19119,0.0258728917415996,0.0325048143293162,0.0567385516357049,0.0797711996769449,0.0729563277011675,0.0797711996769449,0.4,0.37,0.35
19121,0.0222766053068619,0.0276321170623557,0.0323733363708204,0.0416409388626705,0.0543007219816101,0.0543007219816101,0.35,0.32,0.3
19123,0.0125514780138936,0.0179551552827264,0.0281267163828542,0.0414538126819337,0.0527466161548786,0.0527466161548786,0.34,0.32,0.3
19125,0.0203794312625377,0.0263019377399648,0.0352111509282717,0.0416889027988,0.0422681796924721,0.0422681796924721,0.32,0.3,0.28
19127,0.0442344031955291,0.0487489067393352,0.0573554442877197,0.060996102797473,0.0505383615352968,0.060996102797473,0.36,0.33,0.31
19129,0.0208772945456502,0.0272714422315501,0.0382042733995858,0.0513926113681563,0.0622694347496957,0.0622694347496957,0.36,0.34,0.32
19131,0.0152460567129047,0.0241301562628781,0.0433757651036153,0.0753423816838421,0.0774621999815036,0.0774621999815036,0.4,0.37,0.34
19133,0.0114918680588056,0.0212084353298155,0.0408437167613061,0.0611144703682565,0.0777444331628094,0.0777444331628094,0.4,0.37,0.35
19135,0.0244349208134258,0.0231505444481427,0.0337405562795626,0.0542454719736708,0.0621143692506848,0.0621143692506848,0.36,0.34,0.32
19137,0.0318206396989396,0.0444004618080301,0.0575440137383988,0.0695741063220204,0.0825677712991707,0.0825677712991707,0.41,0.38,0.36
19139,0.0354790924591184,0.0379164473966851,0.0445844509925703,0.0498531928181739,0.0487011772134338,0.0498531928181739,0.34,0.31,0.29
19141,0.0217277380938564,0.0232299441221659,0.0391863816109989,0.0608142388973442,0.0750168652548976,0.0750168652548976,0.39,0.36,0.34
19143,0.0345222741954938,0.0434740703197247,0.0557737858604795,0.0676202955002915,0.0750728973238449,0.0750728973238449,0.39,0.36,0.34
19145,0.0153564730907419,0.0248210896815027,0.0383396503096308,0.0496288437387242,0.0519208116819416,0.0519208116819416,0.34,0.32,0.3
19147,0.0299951117988569,0.0320772354403177,0.0425652924977132,0.0543263366896165,0.0583884512781213,0.0583884512781213,0.36,0.33,0.31
19149,0.0292068736591965,0.0365476843091415,0.0508831605565508,0.0695077782564389,0.0676874264969536,0.0695077782564389,0.38,0.35,0.33
19151,0.0273945456694928,0.0361290164231391,0.0421211736085894,0.0568570858859907,0.0556087636317551,0.0568570858859907,0.35,0.33,0.31
19153,0.029130143202297,0.0353056754644802,0.0526406466631393,0.0731973642120157,0.0774655499356075,0.0774655499356075,0.4,0.37,0.34
19155,0.0273878570083452,0.0353849371503307,0.0479520596977623,0.0588465275958607,0.055973230723248,0.0588465275958607,0.36,0.33,0.31
19157,0.0151580260391412,0.0208077557031292,0.024328737291445,0.0339161740758491,0.040999844403051,0.040999844403051,0.32,0.3,0.28
19159,0.0172910878847711,0.0150724180392135,0.0425544387492314,0.0744351022717593,0.0782686680094719,0.0782686680094719,0.4,0.37,0.35
19161,0.0205507396725909,0.0325351249468487,0.0508247475484454,0.0642396739089136,0.0572669859741363,0.0642396739089136,0.37,0.34,0.32
19163,0.0270027483697348,0.0256647971960543,0.0302090146921255,0.0384028842772486,0.0348124249224317,0.0384028842772486,0.32,0.29,0.27
19165,0.0185153762212948,0.0199072790916334,0.033936205667338,0.0489466501355433,0.0520244980480755,0.0520244980480755,0.34,0.32,0.3
19167,0.015600345009314,0.0300586611930028,0.0585699020919379,0.089900110988917,0.0997608828041037,0.0997608828041037,0.45,0.42,0.39
19169,0.0279833215385098,0.0397130135847224,0.0648745233928706,0.0942678442249577,0.0934058677917031,0.0942678442249577,0.43,0.4,0.38
19171,0.0261837105649345,0.0264627726208143,0.035034852150376,0.0569156534726494,0.0760003139413195,0.0760003139413195,0.39,0.36,0.34
19173,9.514098108887721e-15,0.0193161302984541,0.0334701634714202,0.0460738166723426,0.0458311978810507,0.0460738166723426,0.33,0.31,0.29
19175,0.00072587270989,0.0066200448294891,0.0136355481288388,0.0257689970172338,0.0371268332578083,0.0371268332578083,0.31,0.29,0.27
19177,0.0121921400573476,0.0165651676240804,0.0218180858319472,0.0234853918198985,0.0270525505473617,0.0270525505473617,0.3,0.27,0.26
19179,0.0195381519286306,0.0222791538140904,0.0354544368533686,0.0530000515564057,0.0605876440104463,0.0605876440104463,0.36,0.33,0.31
19181,0.0245401092141319,0.0313913623643377,0.0437300258822855,0.0550071339902037,0.0510880146798446,0.0550071339902037,0.35,0.32,0.3
19183,0.0338830900382304,0.0355867918630634,0.0391218306333406,0.0404677439276959,0.0303634539652861,0.0404677439276959,0.32,0.3,0.28
19185,0.0086795779963397,0.0074852854879108,0.0136574263702665,0.0351904317097677,0.0587713666718283,0.0587713666718283,0.36,0.33,0.31
19187,0.033866823210441,0.0335697039267931,0.0504756116082709,0.0666867976505472,0.0477713027054339,0.0666867976505472,0.37,0.35,0.32
