fips,r_670,r_680,r_690,r_700,r_710,r_max,TO5_beta,TO7_beta,TO10_beta
5063,0.0456637553231039,0.0612382450725749,0.0781650244327963,0.078692686754881,0.0598220872016074,0.078692686754881,0.4,0.37,0.35
5065,0.0397291832935326,0.052628487935001,0.0677358503401189,0.0682088369114866,0.0611243337019469,0.0682088369114866,0.38,0.35,0.33
5067,0.0383900379616593,0.0515333996350802,0.0670670287750369,0.0693826405780666,0.0508668086341665,0.0693826405780666,0.38,0.35,0.33
5069,0.0882664308192562,0.0903603477642656,0.0898645615738685,0.0765491102994703,0.0459460608946019,0.0903603477642656,0.42,0.39,0.37
5071,0.0665417617454445,0.0743020077874586,0.0946537597625088,0.108843090024463,0.108909317581268,0.108909317581268,0.47,0.44,0.42
5073,0.102290386775815,0.114104118614073,0.132500109366988,0.13904544353702,0.09168280766278,0.13904544353702,0.56,0.52,0.49
5075,0.0515770865066432,0.0577244680475198,0.0602329670158096,0.0630915632608238,0.0596999076456706,0.0630915632608238,0.37,0.34,0.32
5077,0.0570539547831254,0.0759985994616021,0.0957711262535153,0.0879414993990702,0.0601038771983355,0.0957711262535153,0.44,0.41,0.38
5079,0.0577569759355445,0.060850874287144,0.0711022785830032,0.0703473713394846,0.0597475188133765,0.0711022785830032,0.38,0.35,0.33
5081,0.0995122210574956,0.10618243173585,0.110151462551574,0.104933224322336,0.0710720222005043,0.110151462551574,0.47,0.44,0.42
5083,0.0662695215751365,0.0730885264898286,0.0781749001563878,0.0827274661746638,0.0750983155436134,0.0827274661746638,0.41,0.38,0.36
5085,0.0678641359129298,0.0760369230422806,0.0875715446603505,0.0863030357080875,0.0587025781607001,0.0875715446603505,0.42,0.39,0.37
5087,0.026890034340276,0.0351994708498127,0.0561624586128169,0.0811083968434508,0.0796786335359616,0.0811083968434508,0.4,0.37,0.35
5089,0.0175851728731585,0.0243574417059544,0.0436489154651625,0.0574126904839035,0.0473689365138285,0.0574126904839035,0.35,0.33,0.31
