process_method,method,curve_index,a_value,rep,flow_over_population,prevalence_peak,remaining_flow_pct,epp,unrestricted_flow,unrestricted_peak,isolation_peak,epp_max
33,realtime_county_pchDextS_both,6,0.3,31,0.13947009593655696,88243.0,69.92193982496102,1749.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,32,0.13947009593655696,88408.0,69.92193982496102,1914.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,33,0.13947009593655696,88010.0,69.92193982496102,1516.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,34,0.13947009593655696,88459.0,69.92193982496102,1965.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,35,0.13947009593655696,87307.0,69.92193982496102,813.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,36,0.13947009593655696,88416.0,69.92193982496102,1922.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,37,0.13947009593655696,86919.0,69.92193982496102,425.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,38,0.13947009593655696,88257.0,69.92193982496102,1763.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,39,0.13947009593655696,87716.0,69.92193982496102,1222.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,40,0.13947009593655696,86637.0,69.92193982496102,143.32000000000698,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,41,0.13947009593655696,87383.0,69.92193982496102,889.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,42,0.13947009593655696,87892.0,69.92193982496102,1398.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,43,0.13947009593655696,88438.0,69.92193982496102,1944.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,44,0.13947009593655696,87770.0,69.92193982496102,1276.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,45,0.13947009593655696,87188.0,69.92193982496102,694.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,46,0.13947009593655696,86774.0,69.92193982496102,280.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,47,0.13947009593655696,86671.0,69.92193982496102,177.32000000000698,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,48,0.13947009593655696,87960.0,69.92193982496102,1466.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,6,0.3,49,0.13947009593655696,87838.0,69.92193982496102,1344.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,0,0.1094982424341069,84807.0,54.895850375691836,-1686.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,1,0.1094982424341069,85270.0,54.895850375691836,-1223.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,2,0.1094982424341069,84818.0,54.895850375691836,-1675.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,3,0.1094982424341069,85965.0,54.895850375691836,-528.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,4,0.1094982424341069,85403.0,54.895850375691836,-1090.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,5,0.1094982424341069,84323.0,54.895850375691836,-2170.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,6,0.1094982424341069,84713.0,54.895850375691836,-1780.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,7,0.1094982424341069,84685.0,54.895850375691836,-1808.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,8,0.1094982424341069,84948.0,54.895850375691836,-1545.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,9,0.1094982424341069,84561.0,54.895850375691836,-1932.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,10,0.1094982424341069,84310.0,54.895850375691836,-2183.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,11,0.1094982424341069,84986.0,54.895850375691836,-1507.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,12,0.1094982424341069,84759.0,54.895850375691836,-1734.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,13,0.1094982424341069,84546.0,54.895850375691836,-1947.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,14,0.1094982424341069,85159.0,54.895850375691836,-1334.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,15,0.1094982424341069,84796.0,54.895850375691836,-1697.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,16,0.1094982424341069,84935.0,54.895850375691836,-1558.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,17,0.1094982424341069,85008.0,54.895850375691836,-1485.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,18,0.1094982424341069,84270.0,54.895850375691836,-2223.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,19,0.1094982424341069,84545.0,54.895850375691836,-1948.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,20,0.1094982424341069,83996.0,54.895850375691836,-2497.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,21,0.1094982424341069,84699.0,54.895850375691836,-1794.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,22,0.1094982424341069,85127.0,54.895850375691836,-1366.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,23,0.1094982424341069,84194.0,54.895850375691836,-2299.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,24,0.1094982424341069,84880.0,54.895850375691836,-1613.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,25,0.1094982424341069,85237.0,54.895850375691836,-1256.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,26,0.1094982424341069,83484.0,54.895850375691836,-3009.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,27,0.1094982424341069,83458.0,54.895850375691836,-3035.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,28,0.1094982424341069,83658.0,54.895850375691836,-2835.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,29,0.1094982424341069,85004.0,54.895850375691836,-1489.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,30,0.1094982424341069,83869.0,54.895850375691836,-2624.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,31,0.1094982424341069,83916.0,54.895850375691836,-2577.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,32,0.1094982424341069,85604.0,54.895850375691836,-889.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,33,0.1094982424341069,84595.0,54.895850375691836,-1898.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,34,0.1094982424341069,84622.0,54.895850375691836,-1871.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,35,0.1094982424341069,83974.0,54.895850375691836,-2519.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,36,0.1094982424341069,85473.0,54.895850375691836,-1020.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,37,0.1094982424341069,84571.0,54.895850375691836,-1922.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,38,0.1094982424341069,84226.0,54.895850375691836,-2267.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,39,0.1094982424341069,84356.0,54.895850375691836,-2137.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,40,0.1094982424341069,84426.0,54.895850375691836,-2067.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,41,0.1094982424341069,84792.0,54.895850375691836,-1701.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,42,0.1094982424341069,84743.0,54.895850375691836,-1750.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,43,0.1094982424341069,85562.0,54.895850375691836,-931.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,44,0.1094982424341069,84269.0,54.895850375691836,-2224.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,45,0.1094982424341069,83610.0,54.895850375691836,-2883.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,46,0.1094982424341069,83362.0,54.895850375691836,-3131.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,47,0.1094982424341069,83867.0,54.895850375691836,-2626.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,48,0.1094982424341069,84811.0,54.895850375691836,-1682.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,9,0.45,49,0.1094982424341069,85370.0,54.895850375691836,-1123.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,0,0.11953652260496113,84333.0,59.92844189532377,-2160.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,1,0.11953652260496113,84840.0,59.92844189532377,-1653.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,2,0.11953652260496113,84658.0,59.92844189532377,-1835.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,3,0.11953652260496113,85889.0,59.92844189532377,-604.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,4,0.11953652260496113,85071.0,59.92844189532377,-1422.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,5,0.11953652260496113,84881.0,59.92844189532377,-1612.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,6,0.11953652260496113,85242.0,59.92844189532377,-1251.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,7,0.11953652260496113,85357.0,59.92844189532377,-1136.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,8,0.11953652260496113,84466.0,59.92844189532377,-2027.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,9,0.11953652260496113,84885.0,59.92844189532377,-1608.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,10,0.11953652260496113,84582.0,59.92844189532377,-1911.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,11,0.11953652260496113,84944.0,59.92844189532377,-1549.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,12,0.11953652260496113,84837.0,59.92844189532377,-1656.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,13,0.11953652260496113,84819.0,59.92844189532377,-1674.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,14,0.11953652260496113,85633.0,59.92844189532377,-860.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,15,0.11953652260496113,84516.0,59.92844189532377,-1977.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,16,0.11953652260496113,85393.0,59.92844189532377,-1100.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,17,0.11953652260496113,84585.0,59.92844189532377,-1908.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,18,0.11953652260496113,83626.0,59.92844189532377,-2867.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,19,0.11953652260496113,85008.0,59.92844189532377,-1485.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,20,0.11953652260496113,85300.0,59.92844189532377,-1193.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,21,0.11953652260496113,84489.0,59.92844189532377,-2004.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,22,0.11953652260496113,84992.0,59.92844189532377,-1501.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,23,0.11953652260496113,84207.0,59.92844189532377,-2286.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,24,0.11953652260496113,85388.0,59.92844189532377,-1105.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,25,0.11953652260496113,85416.0,59.92844189532377,-1077.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,26,0.11953652260496113,83804.0,59.92844189532377,-2689.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,27,0.11953652260496113,83349.0,59.92844189532377,-3144.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,28,0.11953652260496113,84380.0,59.92844189532377,-2113.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,29,0.11953652260496113,84676.0,59.92844189532377,-1817.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,30,0.11953652260496113,85001.0,59.92844189532377,-1492.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,31,0.11953652260496113,85192.0,59.92844189532377,-1301.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,32,0.11953652260496113,85263.0,59.92844189532377,-1230.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,33,0.11953652260496113,84348.0,59.92844189532377,-2145.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,34,0.11953652260496113,85359.0,59.92844189532377,-1134.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,35,0.11953652260496113,83812.0,59.92844189532377,-2681.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,36,0.11953652260496113,85139.0,59.92844189532377,-1354.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,37,0.11953652260496113,84344.0,59.92844189532377,-2149.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,38,0.11953652260496113,84793.0,59.92844189532377,-1700.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,39,0.11953652260496113,85870.0,59.92844189532377,-623.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,40,0.11953652260496113,83980.0,59.92844189532377,-2513.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,41,0.11953652260496113,84921.0,59.92844189532377,-1572.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,42,0.11953652260496113,85091.0,59.92844189532377,-1402.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,43,0.11953652260496113,86740.0,59.92844189532377,246.32000000000698,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,44,0.11953652260496113,84930.0,59.92844189532377,-1563.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,45,0.11953652260496113,84830.0,59.92844189532377,-1663.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,46,0.11953652260496113,83913.0,59.92844189532377,-2580.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,47,0.11953652260496113,83979.0,59.92844189532377,-2514.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,48,0.11953652260496113,84510.0,59.92844189532377,-1983.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,8,0.4,49,0.11953652260496113,85385.0,59.92844189532377,-1108.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,0,0.09959480266346128,85430.0,49.93085974416461,-1063.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,1,0.09959480266346128,85436.0,49.93085974416461,-1057.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,2,0.09959480266346128,84599.0,49.93085974416461,-1894.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,3,0.09959480266346128,86236.0,49.93085974416461,-257.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,4,0.09959480266346128,84949.0,49.93085974416461,-1544.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,5,0.09959480266346128,84300.0,49.93085974416461,-2193.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,6,0.09959480266346128,85273.0,49.93085974416461,-1220.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,7,0.09959480266346128,85158.0,49.93085974416461,-1335.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,8,0.09959480266346128,84980.0,49.93085974416461,-1513.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,9,0.09959480266346128,85717.0,49.93085974416461,-776.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,10,0.09959480266346128,84767.0,49.93085974416461,-1726.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,11,0.09959480266346128,84209.0,49.93085974416461,-2284.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,12,0.09959480266346128,85363.0,49.93085974416461,-1130.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,13,0.09959480266346128,85617.0,49.93085974416461,-876.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,14,0.09959480266346128,86422.0,49.93085974416461,-71.67999999999302,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,15,0.09959480266346128,84956.0,49.93085974416461,-1537.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,16,0.09959480266346128,85447.0,49.93085974416461,-1046.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,17,0.09959480266346128,84431.0,49.93085974416461,-2062.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,18,0.09959480266346128,84897.0,49.93085974416461,-1596.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,19,0.09959480266346128,84956.0,49.93085974416461,-1537.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,20,0.09959480266346128,84256.0,49.93085974416461,-2237.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,21,0.09959480266346128,84091.0,49.93085974416461,-2402.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,22,0.09959480266346128,85180.0,49.93085974416461,-1313.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,23,0.09959480266346128,83987.0,49.93085974416461,-2506.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,24,0.09959480266346128,85581.0,49.93085974416461,-912.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,25,0.09959480266346128,86531.0,49.93085974416461,37.320000000006985,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,26,0.09959480266346128,84164.0,49.93085974416461,-2329.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,27,0.09959480266346128,83866.0,49.93085974416461,-2627.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,28,0.09959480266346128,83922.0,49.93085974416461,-2571.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,29,0.09959480266346128,84854.0,49.93085974416461,-1639.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,30,0.09959480266346128,84444.0,49.93085974416461,-2049.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,31,0.09959480266346128,83981.0,49.93085974416461,-2512.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,32,0.09959480266346128,85395.0,49.93085974416461,-1098.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,33,0.09959480266346128,84587.0,49.93085974416461,-1906.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,34,0.09959480266346128,85054.0,49.93085974416461,-1439.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,35,0.09959480266346128,84322.0,49.93085974416461,-2171.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,36,0.09959480266346128,85886.0,49.93085974416461,-607.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,37,0.09959480266346128,85117.0,49.93085974416461,-1376.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,38,0.09959480266346128,85123.0,49.93085974416461,-1370.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,39,0.09959480266346128,84839.0,49.93085974416461,-1654.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,40,0.09959480266346128,84096.0,49.93085974416461,-2397.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,41,0.09959480266346128,84105.0,49.93085974416461,-2388.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,42,0.09959480266346128,84939.0,49.93085974416461,-1554.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,43,0.09959480266346128,85453.0,49.93085974416461,-1040.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,44,0.09959480266346128,84880.0,49.93085974416461,-1613.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,45,0.09959480266346128,84680.0,49.93085974416461,-1813.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,46,0.09959480266346128,84577.0,49.93085974416461,-1916.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,47,0.09959480266346128,83779.0,49.93085974416461,-2714.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,48,0.09959480266346128,84939.0,49.93085974416461,-1554.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,10,0.5,49,0.09959480266346128,85602.0,49.93085974416461,-891.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
