process_method,method,curve_index,a_value,rep,flow_over_population,prevalence_peak,remaining_flow_pct,epp,unrestricted_flow,unrestricted_peak,isolation_peak,epp_max
31,pop_both_inverse,12,0.6,11,0.07960741884220074,87820.0,39.91038446289493,1326.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,12,0.07960741884220074,88649.0,39.91038446289493,2155.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,13,0.07960741884220074,88698.0,39.91038446289493,2204.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,14,0.07960741884220074,89080.0,39.91038446289493,2586.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,15,0.07960741884220074,88227.0,39.91038446289493,1733.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,16,0.07960741884220074,89330.0,39.91038446289493,2836.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,17,0.07960741884220074,88021.0,39.91038446289493,1527.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,18,0.07960741884220074,88416.0,39.91038446289493,1922.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,19,0.07960741884220074,88543.0,39.91038446289493,2049.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,20,0.07960741884220074,88417.0,39.91038446289493,1923.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,21,0.07960741884220074,87368.0,39.91038446289493,874.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,22,0.07960741884220074,89610.0,39.91038446289493,3116.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,23,0.07960741884220074,88862.0,39.91038446289493,2368.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,24,0.07960741884220074,88622.0,39.91038446289493,2128.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,25,0.07960741884220074,89643.0,39.91038446289493,3149.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,26,0.07960741884220074,88179.0,39.91038446289493,1685.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,27,0.07960741884220074,87106.0,39.91038446289493,612.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,28,0.07960741884220074,87810.0,39.91038446289493,1316.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,29,0.07960741884220074,88552.0,39.91038446289493,2058.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,30,0.07960741884220074,88162.0,39.91038446289493,1668.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,31,0.07960741884220074,88343.0,39.91038446289493,1849.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,32,0.07960741884220074,89024.0,39.91038446289493,2530.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,33,0.07960741884220074,88957.0,39.91038446289493,2463.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,34,0.07960741884220074,88781.0,39.91038446289493,2287.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,35,0.07960741884220074,88221.0,39.91038446289493,1727.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,36,0.07960741884220074,88460.0,39.91038446289493,1966.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,37,0.07960741884220074,88921.0,39.91038446289493,2427.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,38,0.07960741884220074,87956.0,39.91038446289493,1462.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,39,0.07960741884220074,88646.0,39.91038446289493,2152.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
31,pop_both_inverse,12,0.6,40,0.07960741884220074,88011.0,39.91038446289493,1517.320000000007,0.19946542714017831,108152.0,86493.68,21658.320000000007
